,Date,AAPL,GOOG,META,MSFT
3368,1994-04-08,0.299107,,,2.71875
3369,1994-04-11,0.299107,,,2.71875
3370,1994-04-12,0.285714,,,2.648438
3371,1994-04-13,0.283482,,,2.652344
3372,1994-04-14,0.28125,,,2.628906
3373,1994-04-15,0.270089,,,2.652344
3374,1994-04-18,0.264509,,,2.59375
3375,1994-04-19,0.258929,,,2.753906
3376,1994-04-20,0.252232,,,2.796875
3377,1994-04-21,0.264509,,,2.859375
3378,1994-04-22,0.265625,,,2.867188
3379,1994-04-25,0.276786,,,2.929688
3380,1994-04-26,0.279018,,,2.966797
3381,1994-04-28,0.270089,,,2.878906
3382,1994-04-29,0.267857,,,2.890625
3383,1994-05-02,0.276786,,,2.984375
3384,1994-05-03,0.270089,,,2.921875
3385,1994-05-04,0.294643,,,2.972656
3386,1994-05-05,0.293527,,,2.949219
3387,1994-05-06,0.288504,,,2.890625
3388,1994-05-09,0.279018,,,2.882813
3389,1994-05-10,0.276786,,,2.9375
3390,1994-05-11,0.270089,,,2.921875
3391,1994-05-12,0.265067,,,2.953125
3392,1994-05-13,0.267857,,,3.015625
3393,1994-05-16,0.263393,,,2.96875
3394,1994-05-17,0.262277,,,2.957031
3395,1994-05-18,0.273438,,,3.033203
3396,1994-05-19,0.28683,,,3.074219
3397,1994-05-20,0.277344,,,3.054688
3398,1994-05-23,0.272321,,,3.160156
3399,1994-05-24,0.274554,,,3.195313
3400,1994-05-25,0.279018,,,3.28125
3401,1994-05-26,0.272321,,,3.25
3402,1994-05-27,0.267299,,,3.273438
3403,1994-05-31,0.261161,,,3.359375
3404,1994-06-01,0.252232,,,3.3125
3405,1994-06-02,0.24442,,,3.265625
3406,1994-06-03,0.246652,,,3.304688
3407,1994-06-06,0.24442,,,3.40625
3408,1994-06-07,0.245536,,,3.351563
3409,1994-06-08,0.233259,,,3.25
3410,1994-06-09,0.241071,,,3.265625
3411,1994-06-10,0.236607,,,3.285156
3412,1994-06-13,0.241071,,,3.304688
3413,1994-06-14,0.241629,,,3.347656
3414,1994-06-15,0.248326,,,3.390625
3415,1994-06-16,0.235491,,,3.347656
3416,1994-06-17,0.236607,,,3.3125
3417,1994-06-20,0.242188,,,3.34375
3418,1994-06-21,0.232143,,,3.289063
3419,1994-06-22,0.234375,,,3.21875
3420,1994-06-23,0.22433,,,3.132813
3421,1994-06-24,0.228655,,,3.09375
3422,1994-06-27,0.234375,,,3.242188
3423,1994-06-28,0.238839,,,3.207031
3424,1994-06-29,0.233259,,,3.210938
3425,1994-06-30,0.236607,,,3.226563
3426,1994-07-01,0.229911,,,3.140625
3427,1994-07-05,0.236607,,,3.070313
3428,1994-07-06,0.233259,,,3.019531
3429,1994-07-07,0.239397,,,3.148438
3430,1994-07-08,0.241629,,,3.09375
3431,1994-07-11,0.241071,,,3.023438
3432,1994-07-12,0.253348,,,3.0
3433,1994-07-13,0.265067,,,3.09375
3434,1994-07-14,0.25558,,,3.046875
3435,1994-07-15,0.252232,,,3.039063
3436,1994-07-18,0.253348,,,3.15625
3437,1994-07-19,0.24721,,,3.132813
3438,1994-07-20,0.237723,,,3.023438
3439,1994-07-21,0.25,,,2.984375
3440,1994-07-22,0.276786,,,3.160156
3441,1994-07-25,0.282924,,,3.199219
3442,1994-07-26,0.280134,,,3.148438
3443,1994-07-27,0.277344,,,3.09375
3444,1994-07-28,0.284598,,,3.09375
3445,1994-07-29,0.300781,,,3.21875
3446,1994-08-01,0.297991,,,3.335938
3447,1994-08-02,0.290737,,,3.300781
3448,1994-08-03,0.295759,,,3.335938
3449,1994-08-04,0.296875,,,3.296875
3450,1994-08-05,0.296875,,,3.28125
3451,1994-08-08,0.301339,,,3.3125
3452,1994-08-09,0.300223,,,3.34375
3453,1994-08-10,0.309152,,,3.382813
3454,1994-08-11,0.306362,,,3.453125
3455,1994-08-12,0.310268,,,3.453125
3456,1994-08-15,0.309152,,,3.402344
3457,1994-08-16,0.310268,,,3.429688
3458,1994-08-17,0.3125,,,3.492188
3459,1994-08-18,0.309152,,,3.46875
3460,1994-08-19,0.311384,,,3.429688
3461,1994-08-22,0.311384,,,3.414063
3462,1994-08-23,0.3125,,,3.46875
3463,1994-08-24,0.311384,,,3.484375
3464,1994-08-25,0.313058,,,3.511719
3465,1994-08-26,0.319196,,,3.554688
3466,1994-08-29,0.315848,,,3.566406
3467,1994-08-30,0.323661,,,3.648438
3468,1994-08-31,0.323103,,,3.632813
3469,1994-09-01,0.3125,,,3.507813
3470,1994-09-02,0.315848,,,3.5
3471,1994-09-06,0.317522,,,3.5
3472,1994-09-07,0.322545,,,3.554688
3473,1994-09-08,0.322545,,,3.621094
3474,1994-09-09,0.319196,,,3.554688
3475,1994-09-12,0.319196,,,3.507813
3476,1994-09-13,0.319754,,,3.597656
3477,1994-09-14,0.313616,,,3.601563
3478,1994-09-15,0.321429,,,3.640625
3479,1994-09-16,0.324777,,,3.554688
3480,1994-09-19,0.316964,,,3.554688
3481,1994-09-20,0.308594,,,3.5
3482,1994-09-21,0.304688,,,3.578125
3483,1994-09-22,0.302455,,,3.5625
3484,1994-09-23,0.303013,,,3.5
3485,1994-09-26,0.303013,,,3.472656
3486,1994-09-27,0.302455,,,3.53125
3487,1994-09-28,0.302455,,,3.5625
3488,1994-09-29,0.304688,,,3.53125
3489,1994-09-30,0.300781,,,3.507813
3490,1994-10-03,0.295759,,,3.492188
3491,1994-10-04,0.301339,,,3.4375
3492,1994-10-05,0.33817,,,3.46875
3493,1994-10-06,0.323661,,,3.40625
3494,1994-10-07,0.330357,,,3.398438
3495,1994-10-10,0.347098,,,3.421875
3496,1994-10-11,0.353795,,,3.488281
3497,1994-10-12,0.376116,,,3.515625
3498,1994-10-13,0.367188,,,3.578125
3499,1994-10-14,0.367188,,,3.496094
3500,1994-10-17,0.354911,,,3.445313
3501,1994-10-18,0.368304,,,3.539063
3502,1994-10-19,0.368304,,,3.601563
3503,1994-10-20,0.366071,,,3.726563
3504,1994-10-21,0.38058,,,3.710938
3505,1994-10-24,0.377232,,,3.679688
3506,1994-10-25,0.38058,,,3.730469
3507,1994-10-26,0.386161,,,3.8125
3508,1994-10-27,0.381696,,,3.851563
3509,1994-10-28,0.376116,,,3.882813
3510,1994-10-31,0.385603,,,3.9375
3511,1994-11-01,0.385045,,,3.921875
3512,1994-11-02,0.36942,,,3.9375
3513,1994-11-03,0.370536,,,3.914063
3514,1994-11-04,0.360491,,,3.84375
3515,1994-11-07,0.363839,,,3.867188
3516,1994-11-08,0.377232,,,3.976563
3517,1994-11-09,0.371652,,,3.984375
3518,1994-11-10,0.368862,,,3.980469
3519,1994-11-11,0.367188,,,3.890625
3520,1994-11-14,0.379464,,,4.03125
3521,1994-11-15,0.36942,,,4.035156
3522,1994-11-16,0.365513,,,4.039063
3523,1994-11-17,0.357143,,,4.015625
3524,1994-11-18,0.357143,,,4.007813
3525,1994-11-21,0.340402,,,3.96875
3526,1994-11-22,0.333705,,,3.875
3527,1994-11-23,0.329241,,,3.84375
3528,1994-11-25,0.337054,,,3.890625
3529,1994-11-28,0.337612,,,3.960938
3530,1994-11-29,0.341518,,,4.007813
3531,1994-11-30,0.332589,,,3.929688
3532,1994-12-01,0.323103,,,3.910156
3533,1994-12-02,0.326451,,,3.953125
3534,1994-12-05,0.332031,,,3.957031
3535,1994-12-06,0.335379,,,3.960938
3536,1994-12-07,0.327009,,,3.9375
3537,1994-12-08,0.320313,,,3.90625
3538,1994-12-09,0.323661,,,3.945313
3539,1994-12-12,0.325893,,,3.945313
3540,1994-12-13,0.324777,,,3.921875
3541,1994-12-14,0.33817,,,3.953125
3542,1994-12-15,0.331473,,,3.96875
3543,1994-12-16,0.332589,,,3.960938
3544,1994-12-19,0.34933,,,3.914063
3545,1994-12-20,0.34375,,,3.742188
3546,1994-12-21,0.342634,,,3.84375
3547,1994-12-22,0.344866,,,3.789063
3548,1994-12-23,0.347098,,,3.804688
3549,1994-12-27,0.34933,,,3.796875
3550,1994-12-28,0.34933,,,3.8125
3551,1994-12-29,0.352679,,,3.863281
3552,1994-12-30,0.348214,,,3.820313
3553,1995-01-03,0.342634,,,3.761719
3554,1995-01-04,0.351563,,,3.789063
3555,1995-01-05,0.347098,,,3.726563
3556,1995-01-06,0.375,,,3.789063
3557,1995-01-09,0.367885,,,3.765625
3558,1995-01-10,0.390067,,,3.8125
3559,1995-01-11,0.417411,,,3.835938
3560,1995-01-12,0.405134,,,3.828125
3561,1995-01-13,0.40067,,,3.921875
3562,1995-01-16,0.397321,,,4.007813
3563,1995-01-17,0.401786,,,4.039063
3564,1995-01-18,0.407366,,,4.066406
3565,1995-01-19,0.409598,,,3.96875
3566,1995-01-20,0.38058,,,3.851563
3567,1995-01-23,0.377232,,,3.925781
3568,1995-01-24,0.371652,,,3.875977
3569,1995-01-25,0.365932,,,3.859375
3570,1995-01-26,0.352679,,,3.742188
3571,1995-01-27,0.356027,,,3.742188
3572,1995-01-30,0.358259,,,3.6875
3573,1995-01-31,0.360491,,,3.710938
3574,1995-02-01,0.358259,,,3.695313
3575,1995-02-02,0.371652,,,3.6875
3576,1995-02-03,0.361607,,,3.757813
3577,1995-02-06,0.361607,,,3.804688
3578,1995-02-07,0.364397,,,3.8125
3579,1995-02-08,0.37779,,,3.867188
3580,1995-02-09,0.389509,,,3.867188
3581,1995-02-10,0.390625,,,3.875
3582,1995-02-13,0.390625,,,3.875
3583,1995-02-14,0.383371,,,3.867188
3584,1995-02-15,0.380022,,,3.796875
3585,1995-02-16,0.385603,,,3.804688
3586,1995-02-17,0.379464,,,3.773438
3587,1995-02-21,0.366071,,,3.734375
3588,1995-02-22,0.364397,,,3.84375
3589,1995-02-23,0.358817,,,3.851563
3590,1995-02-24,0.348214,,,3.828125
3591,1995-02-27,0.341518,,,3.859375
3592,1995-02-28,0.352679,,,3.9375
3593,1995-03-01,0.357143,,,3.953125
3594,1995-03-02,0.357143,,,3.984375
3595,1995-03-03,0.359375,,,3.976563
3596,1995-03-06,0.354911,,,4.019531
3597,1995-03-07,0.342076,,,4.083984
3598,1995-03-08,0.353237,,,4.28125
3599,1995-03-09,0.354911,,,4.242188
3600,1995-03-10,0.352679,,,4.285156
3601,1995-03-13,0.340402,,,4.3125
3602,1995-03-14,0.3125,,,4.484375
3603,1995-03-15,0.3125,,,4.40625
3604,1995-03-16,0.314732,,,4.382813
3605,1995-03-17,0.313616,,,4.371094
3606,1995-03-20,0.314732,,,4.445313
3607,1995-03-21,0.323661,,,4.402344
3608,1995-03-22,0.339844,,,4.433594
3609,1995-03-23,0.331473,,,4.546875
3610,1995-03-24,0.337054,,,4.617188
3611,1995-03-27,0.332031,,,4.5625
3612,1995-03-28,0.30692,,,4.601563
3613,1995-03-29,0.30692,,,4.515625
3614,1995-03-30,0.315848,,,4.507813
3615,1995-03-31,0.314732,,,4.445313
3616,1995-04-03,0.316964,,,4.375
3617,1995-04-04,0.302455,,,4.367188
3618,1995-04-05,0.310268,,,4.414063
3619,1995-04-06,0.328125,,,4.375
3620,1995-04-07,0.328125,,,4.351563
3621,1995-04-10,0.327009,,,4.433594
3622,1995-04-11,0.337054,,,4.507813
3623,1995-04-12,0.348214,,,4.476563
3624,1995-04-13,0.341518,,,4.53125
3625,1995-04-17,0.342634,,,4.835938
3626,1995-04-18,0.334821,,,4.796875
3627,1995-04-19,0.324777,,,4.757813
3628,1995-04-20,0.335938,,,4.703125
3629,1995-04-21,0.34933,,,4.6875
3630,1995-04-24,0.348214,,,4.859375
3631,1995-04-25,0.337054,,,5.0
3632,1995-04-26,0.341518,,,4.976563
3633,1995-04-27,0.33817,,,4.914063
3634,1995-04-28,0.341518,,,5.109375
3635,1995-05-01,0.341518,,,5.132813
3636,1995-05-02,0.340402,,,4.972656
3637,1995-05-03,0.340402,,,5.054688
3638,1995-05-04,0.34375,,,5.09375
3639,1995-05-05,0.347098,,,5.0
3640,1995-05-08,0.361607,,,4.992188
3641,1995-05-09,0.368304,,,4.988281
3642,1995-05-10,0.369978,,,4.953125
3643,1995-05-11,0.366071,,,5.085938
3644,1995-05-12,0.389509,,,5.046875
3645,1995-05-15,0.389509,,,5.082031
3646,1995-05-16,0.390625,,,5.304688
3647,1995-05-17,0.392857,,,5.375
3648,1995-05-18,0.387277,,,5.289063
3649,1995-05-19,0.381696,,,5.335938
3650,1995-05-22,0.393973,,,5.453125
3651,1995-05-23,0.391741,,,5.53125
3652,1995-05-24,0.388393,,,5.46875
3653,1995-05-25,0.387277,,,5.578125
3654,1995-05-26,0.381138,,,5.46875
3655,1995-05-30,0.375,,,5.1875
3656,1995-05-31,0.371094,,,5.292969
3657,1995-06-01,0.376674,,,5.257813
3658,1995-06-02,0.376116,,,5.195313
3659,1995-06-05,0.388393,,,5.296875
3660,1995-06-06,0.392857,,,5.195313
3661,1995-06-07,0.385045,,,5.25
3662,1995-06-08,0.383371,,,5.257813
3663,1995-06-09,0.388393,,,5.304688
3664,1995-06-12,0.394392,,,5.234375
3665,1995-06-13,0.392857,,,5.242188
3666,1995-06-14,0.389509,,,5.238281
3667,1995-06-15,0.389509,,,5.304688
3668,1995-06-16,0.391741,,,5.4375
3669,1995-06-19,0.396205,,,5.613281
3670,1995-06-20,0.422991,,,5.710938
3671,1995-06-21,0.440848,,,5.65625
3672,1995-06-22,0.438616,,,5.742188
3673,1995-06-23,0.435268,,,5.695313
3674,1995-06-26,0.429688,,,5.609375
3675,1995-06-27,0.414063,,,5.429688
3676,1995-06-28,0.416295,,,5.492188
3677,1995-06-29,0.421875,,,5.585938
3678,1995-06-30,0.414621,,,5.648438
3679,1995-07-03,0.419085,,,5.683594
3680,1995-07-05,0.415179,,,5.667969
3681,1995-07-06,0.419643,,,5.796875
3682,1995-07-07,0.434152,,,5.976563
3683,1995-07-10,0.434152,,,6.179688
3684,1995-07-11,0.420759,,,6.03125
3685,1995-07-12,0.419643,,,6.242188
3686,1995-07-13,0.425223,,,6.257813
3687,1995-07-14,0.435268,,,6.476563
3688,1995-07-17,0.4375,,,6.8125
3689,1995-07-18,0.429688,,,6.367188
3690,1995-07-19,0.40625,,,5.90625
3691,1995-07-20,0.420201,,,6.007813
3692,1995-07-21,0.390625,,,5.75
3693,1995-07-24,0.405134,,,5.851563
3694,1995-07-25,0.408482,,,6.023438
3695,1995-07-26,0.405134,,,6.0
3696,1995-07-27,0.417969,,,6.03125
3697,1995-07-28,0.40625,,,5.789063
3698,1995-07-31,0.401786,,,5.65625
3699,1995-08-01,0.388393,,,5.59375
3700,1995-08-02,0.396205,,,5.5625
3701,1995-08-03,0.401786,,,5.695313
3702,1995-08-04,0.395089,,,5.867188
3703,1995-08-07,0.387277,,,5.851563
3704,1995-08-08,0.379464,,,5.84375
3705,1995-08-09,0.385045,,,6.03125
3706,1995-08-10,0.381696,,,5.882813
3707,1995-08-11,0.384487,,,6.03125
3708,1995-08-14,0.387277,,,6.171875
3709,1995-08-15,0.393415,,,6.148438
3710,1995-08-16,0.397321,,,6.171875
3711,1995-08-17,0.398438,,,6.195313
3712,1995-08-18,0.40067,,,6.070313
3713,1995-08-21,0.393973,,,5.90625
3714,1995-08-22,0.399554,,,6.207031
3715,1995-08-23,0.40625,,,6.117188
3716,1995-08-24,0.408482,,,6.007813
3717,1995-08-25,0.399554,,,5.898438
3718,1995-08-28,0.383929,,,5.628906
3719,1995-08-29,0.385045,,,5.742188
3720,1995-08-30,0.387277,,,5.828125
3721,1995-08-31,0.383929,,,5.78125
3722,1995-09-01,0.383371,,,5.609375
3723,1995-09-05,0.388393,,,5.9375
3724,1995-09-06,0.390625,,,5.84375
3725,1995-09-07,0.399554,,,5.914063
3726,1995-09-08,0.399554,,,5.96875
3727,1995-09-11,0.395089,,,6.101563
3728,1995-09-12,0.383371,,,6.015625
3729,1995-09-13,0.378348,,,6.007813
3730,1995-09-14,0.357143,,,5.929688
3731,1995-09-15,0.320313,,,5.839844
3732,1995-09-18,0.327567,,,5.75
3733,1995-09-19,0.328125,,,5.832031
3734,1995-09-20,0.327009,,,5.820313
3735,1995-09-21,0.330357,,,5.664063
3736,1995-09-22,0.330915,,,5.609375
3737,1995-09-25,0.334961,,,5.639648
3738,1995-09-26,0.333705,,,5.515625
3739,1995-09-27,0.323661,,,5.539063
3740,1995-09-28,0.337054,,,5.71875
3741,1995-09-29,0.332589,,,5.65625
3742,1995-10-02,0.335938,,,5.515625
3743,1995-10-03,0.335938,,,5.554688
3744,1995-10-04,0.324777,,,5.382813
3745,1995-10-05,0.325893,,,5.46875
3746,1995-10-06,0.318638,,,5.367188
3747,1995-10-09,0.310826,,,5.195313
3748,1995-10-10,0.30971,,,5.234375
3749,1995-10-11,0.311384,,,5.414063
3750,1995-10-12,0.31529,,,5.476563
3751,1995-10-13,0.321429,,,5.390625
3752,1995-10-16,0.322545,,,5.421875
3753,1995-10-17,0.327009,,,5.695313
3754,1995-10-18,0.333705,,,5.976563
3755,1995-10-19,0.310268,,,6.046875
3756,1995-10-20,0.313616,,,5.96875
3757,1995-10-23,0.313616,,,6.023438
3758,1995-10-24,0.313616,,,6.09375
3759,1995-10-25,0.310268,,,5.992188
3760,1995-10-26,0.311384,,,6.125
3761,1995-10-27,0.310268,,,6.25
3762,1995-10-30,0.314732,,,6.421875
3763,1995-10-31,0.324219,,,6.25
3764,1995-11-01,0.327009,,,6.148438
3765,1995-11-02,0.327009,,,6.25
3766,1995-11-03,0.325893,,,6.21875
3767,1995-11-06,0.340402,,,6.085938
3768,1995-11-07,0.353795,,,5.8125
3769,1995-11-08,0.347098,,,5.953125
3770,1995-11-09,0.351563,,,6.1875
3771,1995-11-10,0.354911,,,6.054688
3772,1995-11-13,0.364955,,,6.019531
3773,1995-11-14,0.370536,,,5.875
3774,1995-11-15,0.366071,,,5.875
3775,1995-11-16,0.356585,,,5.617188
3776,1995-11-17,0.358259,,,5.460938
3777,1995-11-20,0.344866,,,5.375
3778,1995-11-21,0.344866,,,5.5
3779,1995-11-22,0.344866,,,5.460938
3780,1995-11-24,0.358817,,,5.5
3781,1995-11-27,0.351563,,,5.453125
3782,1995-11-28,0.357143,,,5.71875
3783,1995-11-29,0.350446,,,5.609375
3784,1995-11-30,0.340402,,,5.445313
3785,1995-12-01,0.335938,,,5.390625
3786,1995-12-04,0.352679,,,5.492188
3787,1995-12-05,0.352679,,,5.375
3788,1995-12-06,0.345982,,,5.664063
3789,1995-12-07,0.344308,,,5.65625
3790,1995-12-08,0.351563,,,5.90625
3791,1995-12-11,0.344866,,,5.820313
3792,1995-12-12,0.339286,,,5.710938
3793,1995-12-13,0.342634,,,5.734375
3794,1995-12-14,0.341518,,,5.546875
3795,1995-12-15,0.314732,,,5.523438
3796,1995-12-18,0.287946,,,5.4375
3797,1995-12-19,0.292411,,,5.679688
3798,1995-12-20,0.291295,,,5.445313
3799,1995-12-21,0.290179,,,5.625
3800,1995-12-22,0.287946,,,5.65625
3801,1995-12-26,0.286272,,,5.640625
3802,1995-12-27,0.289063,,,5.554688
3803,1995-12-28,0.285714,,,5.460938
3804,1995-12-29,0.284598,,,5.484375
3805,1996-01-02,0.28683,,,5.609375
3806,1996-01-03,0.28683,,,5.429688
3807,1996-01-04,0.281808,,,5.460938
3808,1996-01-05,0.305804,,,5.398438
3809,1996-01-08,0.309152,,,5.390625
3810,1996-01-09,0.292411,,,5.011719
3811,1996-01-10,0.305804,,,5.148438
3812,1996-01-11,0.3125,,,5.414063
3813,1996-01-12,0.302455,,,5.359375
3814,1996-01-15,0.304688,,,5.15625
3815,1996-01-16,0.308594,,,5.398438
3816,1996-01-17,0.303571,,,5.304688
3817,1996-01-18,0.285156,,,5.476563
3818,1996-01-19,0.266741,,,5.742188
3819,1996-01-22,0.272321,,,5.75
3820,1996-01-23,0.282366,,,5.59375
3821,1996-01-24,0.287946,,,5.703125
3822,1996-01-25,0.270089,,,5.585938
3823,1996-01-26,0.273438,,,5.65625
3824,1996-01-29,0.260045,,,5.648438
3825,1996-01-30,0.243862,,,5.675781
3826,1996-01-31,0.246652,,,5.78125
3827,1996-02-01,0.253348,,,5.882813
3828,1996-02-02,0.261161,,,5.8125
3829,1996-02-05,0.261161,,,6.070313
3830,1996-02-06,0.264509,,,6.03125
3831,1996-02-07,0.252232,,,6.054688
3832,1996-02-08,0.248884,,,6.179688
3833,1996-02-09,0.247768,,,6.257813
3834,1996-02-12,0.253348,,,6.21875
3835,1996-02-13,0.251116,,,6.226563
3836,1996-02-14,0.246652,,,6.171875
3837,1996-02-15,0.25,,,6.15625
3838,1996-02-16,0.245536,,,6.117188
3839,1996-02-20,0.258929,,,6.109375
3840,1996-02-21,0.264509,,,6.242188
3841,1996-02-22,0.266741,,,6.40625
3842,1996-02-23,0.266741,,,6.46875
3843,1996-02-26,0.263393,,,6.289063
3844,1996-02-27,0.25558,,,6.257813
3845,1996-02-28,0.247768,,,6.257813
3846,1996-02-29,0.245536,,,6.167969
3847,1996-03-01,0.239955,,,5.96875
3848,1996-03-04,0.234375,,,6.015625
3849,1996-03-05,0.237723,,,6.132813
3850,1996-03-06,0.233817,,,6.0625
3851,1996-03-07,0.230469,,,6.082031
3852,1996-03-08,0.232143,,,5.945313
3853,1996-03-11,0.231027,,,6.03125
3854,1996-03-12,0.230469,,,5.984375
3855,1996-03-13,0.229911,,,6.304688
3856,1996-03-14,0.228795,,,6.226563
3857,1996-03-15,0.231027,,,6.398438
3858,1996-03-18,0.233259,,,6.578125
3859,1996-03-19,0.229911,,,6.679688
3860,1996-03-20,0.225446,,,6.539063
3861,1996-03-21,0.22433,,,6.296875
3862,1996-03-22,0.226563,,,6.320313
3863,1996-03-25,0.214286,,,6.242188
3864,1996-03-26,0.21317,,,6.421875
3865,1996-03-27,0.225446,,,6.40625
3866,1996-03-28,0.21596,,,6.390625
3867,1996-03-29,0.219308,,,6.445313
3868,1996-04-01,0.227679,,,6.421875
3869,1996-04-02,0.223214,,,6.539063
3870,1996-04-03,0.219308,,,6.53125
3871,1996-04-04,0.215402,,,6.523438
3872,1996-04-08,0.217634,,,6.484375
3873,1996-04-09,0.232143,,,6.351563
3874,1996-04-10,0.232143,,,6.351563
3875,1996-04-11,0.229911,,,6.320313
3876,1996-04-12,0.227679,,,6.320313
3877,1996-04-15,0.229911,,,6.469727
3878,1996-04-16,0.231027,,,6.578125
3879,1996-04-17,0.225446,,,6.621094
3880,1996-04-18,0.220982,,,6.8125
3881,1996-04-19,0.223772,,,6.859375
3882,1996-04-22,0.22433,,,7.046875
3883,1996-04-23,0.220982,,,7.039063
3884,1996-04-24,0.216518,,,6.96875
3885,1996-04-25,0.222098,,,7.046875
3886,1996-04-26,0.220982,,,7.09375
3887,1996-04-29,0.220982,,,7.039063
3888,1996-04-30,0.217634,,,7.078125
3889,1996-05-01,0.217634,,,7.195313
3890,1996-05-02,0.212054,,,6.976563
3891,1996-05-03,0.21317,,,6.929688
3892,1996-05-06,0.228795,,,6.984375
3893,1996-05-07,0.239955,,,7.070313
3894,1996-05-08,0.238839,,,7.140625
3895,1996-05-09,0.233259,,,7.09375
3896,1996-05-10,0.243304,,,7.179688
3897,1996-05-13,0.241629,,,7.414063
3898,1996-05-14,0.245536,,,7.4375
3899,1996-05-15,0.254464,,,7.351563
3900,1996-05-16,0.253348,,,7.320313
3901,1996-05-17,0.246652,,,7.3125
3902,1996-05-20,0.249442,,,7.296875
3903,1996-05-21,0.242188,,,7.195313
3904,1996-05-22,0.232701,,,7.304688
3905,1996-05-23,0.234375,,,7.40625
3906,1996-05-24,0.238839,,,7.40625
3907,1996-05-28,0.235491,,,7.328125
3908,1996-05-29,0.222098,,,7.320313
3909,1996-05-30,0.227679,,,7.390625
3910,1996-05-31,0.233259,,,7.421875
3911,1996-06-03,0.220982,,,7.398438
3912,1996-06-04,0.21596,,,7.367188
3913,1996-06-05,0.22433,,,7.554688
3914,1996-06-06,0.216518,,,7.488281
3915,1996-06-07,0.217634,,,7.578125
3916,1996-06-10,0.215402,,,7.539063
3917,1996-06-11,0.214286,,,7.632813
3918,1996-06-12,0.216518,,,7.8125
3919,1996-06-13,0.219866,,,7.789063
3920,1996-06-14,0.213728,,,7.6875
3921,1996-06-17,0.210938,,,7.789063
3922,1996-06-18,0.203125,,,7.648438
3923,1996-06-19,0.206473,,,7.609375
3924,1996-06-20,0.203125,,,7.609375
3925,1996-06-21,0.202009,,,7.742188
3926,1996-06-24,0.198661,,,7.757813
3927,1996-06-25,0.184152,,,7.625
3928,1996-06-26,0.177455,,,7.53125
3929,1996-06-27,0.184152,,,7.496094
3930,1996-06-28,0.1875,,,7.507813
3931,1996-07-01,0.191964,,,7.644531
3932,1996-07-02,0.1875,,,7.601563
3933,1996-07-03,0.172991,,,7.570313
3934,1996-07-05,0.174107,,,7.398438
3935,1996-07-08,0.170759,,,7.519531
3936,1996-07-09,0.169643,,,7.5
3937,1996-07-10,0.167411,,,7.46875
3938,1996-07-11,0.159598,,,7.15625
3939,1996-07-12,0.161272,,,7.023438
3940,1996-07-15,0.15346,,,6.914063
3941,1996-07-16,0.15067,,,7.210938
3942,1996-07-17,0.15067,,,7.320313
3943,1996-07-18,0.186384,,,7.492188
3944,1996-07-19,0.185268,,,7.561523
3945,1996-07-22,0.180804,,,7.484375
3946,1996-07-23,0.183036,,,7.007813
3947,1996-07-24,0.185826,,,7.171875
3948,1996-07-25,0.1875,,,7.40625
3949,1996-07-26,0.196429,,,7.445313
3950,1996-07-29,0.198661,,,7.304688
3951,1996-07-30,0.190848,,,7.414063
3952,1996-07-31,0.196429,,,7.367188
3953,1996-08-01,0.189732,,,7.539063
3954,1996-08-02,0.19308,,,7.710938
3955,1996-08-05,0.1875,,,7.609375
3956,1996-08-06,0.191964,,,7.75
3957,1996-08-07,0.199777,,,7.796875
3958,1996-08-08,0.197545,,,7.828125
3959,1996-08-09,0.206473,,,7.78125
3960,1996-08-12,0.205357,,,7.828125
3961,1996-08-13,0.200893,,,7.71875
3962,1996-08-14,0.203125,,,7.804688
3963,1996-08-15,0.198661,,,7.820313
3964,1996-08-16,0.200893,,,7.765625
3965,1996-08-19,0.210938,,,7.71875
3966,1996-08-20,0.209821,,,7.710938
3967,1996-08-21,0.205357,,,7.71875
3968,1996-08-22,0.207589,,,7.8125
3969,1996-08-23,0.21317,,,7.703125
3970,1996-08-26,0.215402,,,7.679688
3971,1996-08-27,0.221959,,,7.796875
3972,1996-08-28,0.222098,,,7.851563
3973,1996-08-29,0.21875,,,7.757813
3974,1996-08-30,0.216518,,,7.65625
3975,1996-09-03,0.215402,,,7.710938
3976,1996-09-04,0.215402,,,7.710938
3977,1996-09-05,0.204241,,,7.59375
3978,1996-09-06,0.205357,,,7.65625
3979,1996-09-09,0.196429,,,7.804688
3980,1996-09-10,0.191964,,,7.773438
3981,1996-09-11,0.188616,,,7.820313
3982,1996-09-12,0.18192,,,8.039063
3983,1996-09-13,0.1875,,,8.1875
3984,1996-09-16,0.199777,,,8.21875
3985,1996-09-17,0.205357,,,8.367188
3986,1996-09-18,0.209821,,,8.53125
3987,1996-09-19,0.208705,,,8.609375
3988,1996-09-20,0.204241,,,8.632813
3989,1996-09-23,0.199777,,,8.609375
3990,1996-09-24,0.200893,,,8.554688
3991,1996-09-25,0.199777,,,8.476563
3992,1996-09-26,0.199777,,,8.25
3993,1996-09-27,0.199219,,,8.398438
3994,1996-09-30,0.198103,,,8.242188
3995,1996-10-01,0.219866,,,8.257813
3996,1996-10-02,0.210938,,,8.421875
3997,1996-10-03,0.199777,,,8.375
3998,1996-10-04,0.203683,,,8.523438
3999,1996-10-07,0.206473,,,8.59375
4000,1996-10-08,0.207589,,,8.460938
4001,1996-10-09,0.205357,,,8.40625
4002,1996-10-10,0.21596,,,8.359375
4003,1996-10-11,0.216518,,,8.570313
4004,1996-10-14,0.225446,,,8.539063
